transaction_id,user_id,amount,historical_avg_amount,historical_std_amount,transaction_type,timestamp,hour,device_id,is_new_device,beneficiary_id,is_new_beneficiary,velocity_1h,velocity_24h,account_age_days,location_distance_score,is_fraud
TXN_LEGIT_006202,USER_1069,2518.96,2327.24,1171.78,PAYMENT,2026-08-25T18:58:05.557639,9,DEV_USER_1069_2,0,BEN_USER_1069_5,0,1,1,783,0.043,0
TXN_LEGIT_002412,USER_1095,50.0,1191.03,1097.22,DEBIT,2026-07-01T23:56:05.557639,14,DEV_USER_1095_1,0,BEN_USER_1095_1,0,1,3,156,0.045,0
TXN_LEGIT_006997,USER_1100,3609.55,3496.53,284.14,DEBIT,2026-07-22T19:33:05.557639,10,DEV_USER_1100_1,0,BEN_USER_1100_4,0,1,2,817,0.102,0
TXN_LEGIT_009115,USER_1177,573.37,1096.39,842.42,DEBIT,2026-07-18T02:18:05.557639,16,DEV_USER_1177_1,0,BEN_USER_1177_4,0,1,1,187,0.012,0
TXN_LEGIT_001156,USER_1188,4307.42,4348.48,223.27,PAYMENT,2026-09-15T02:08:05.557639,16,DEV_USER_1188_2,0,BEN_USER_1188_5,0,1,1,997,0.057,0
TXN_LEGIT_008107,USER_1045,5674.47,1302.3,913.24,PAYMENT,2026-09-06T22:49:05.557639,13,DEV_USER_1045_2,0,BEN_NEW_34,1,2,5,195,0.401,0
TXN_LEGIT_005805,USER_1224,2467.24,2380.29,283.5,PAYMENT,2026-07-20T23:56:05.557639,14,DEV_USER_1224_2,0,BEN_USER_1224_2,0,1,1,933,0.035,0
TXN_LEGIT_004879,USER_1124,4594.77,4847.2,1053.01,PAYMENT,2026-09-09T01:08:05.557639,15,DEV_USER_1124_2,0,BEN_USER_1124_2,0,1,3,465,0.126,0
TXN_LEGIT_003309,USER_1125,2811.33,2036.69,585.1,PAYMENT,2026-09-02T02:55:05.557639,17,DEV_USER_1125_1,0,BEN_USER_1125_0,0,1,2,1227,0.112,0
TXN_LEGIT_008961,USER_1106,4103.26,3538.24,424.27,DEBIT,2026-07-26T20:23:05.557639,10,DEV_USER_1106_2,0,BEN_USER_1106_1,0,1,3,995,0.084,0
TXN_LEGIT_001702,USER_1015,2776.16,3351.69,370.52,PAYMENT,2026-07-03T06:40:05.557639,21,DEV_USER_1015_1,0,BEN_USER_1015_5,0,1,2,1143,0.025,0
TXN_LEGIT_002492,USER_1150,672.83,1017.06,731.35,PAYMENT,2026-09-06T17:41:05.557639,8,DEV_USER_1150_2,0,BEN_USER_1150_4,0,1,2,963,0.193,0
TXN_LEGIT_003706,USER_1232,4793.02,4841.12,574.87,DEBIT,2026-06-22T04:06:05.557639,18,DEV_USER_1232_2,0,BEN_USER_1232_1,0,1,1,1099,0.127,0
TXN_LEGIT_008276,USER_1024,9408.1,3096.18,384.85,TRANSFER,2026-09-02T16:44:05.557639,7,DEV_NEW_21,1,BEN_USER_1024_1,0,2,4,736,0.519,0
TXN_LEGIT_000286,USER_1157,5395.91,4311.12,895.97,DEBIT,2026-06-20T22:55:05.557639,13,DEV_USER_1157_1,0,BEN_USER_1157_1,0,1,2,1330,0.071,0
TXN_LEGIT_001608,USER_1025,5539.89,4872.26,975.13,DEBIT,2026-08-07T00:58:05.557639,15,DEV_USER_1025_2,0,BEN_USER_1025_2,0,1,3,287,0.205,0
TXN_LEGIT_006631,USER_1197,3124.0,2231.37,1130.76,PAYMENT,2026-09-10T02:39:05.557639,17,DEV_USER_1197_2,0,BEN_USER_1197_2,0,1,3,512,0.181,0
TXN_LEGIT_008278,USER_1070,17381.96,4842.28,451.78,PAYMENT,2026-07-19T11:07:05.557639,1,DEV_NEW_17,1,BEN_USER_1070_1,0,2,3,1335,0.682,0
TXN_LEGIT_007315,USER_1002,1246.6,1455.28,355.99,PAYMENT,2026-07-24T23:03:05.557639,13,DEV_USER_1002_1,0,BEN_USER_1002_1,0,1,2,1067,0.059,0
TXN_LEGIT_002252,USER_1095,1611.76,1191.03,1097.22,PAYMENT,2026-06-28T05:21:05.557639,19,DEV_USER_1095_1,0,BEN_USER_1095_4,0,1,1,591,0.116,0
TXN_LEGIT_007415,USER_1067,4648.62,4760.22,523.2,PAYMENT,2026-07-05T00:25:05.557639,14,DEV_USER_1067_2,0,BEN_USER_1067_5,0,1,2,562,0.005,0
TXN_LEGIT_008365,USER_1192,5485.47,3887.3,1003.48,TRANSFER,2026-08-27T19:05:05.557639,9,DEV_USER_1192_2,0,BEN_USER_1192_8,0,1,1,1016,0.001,0
TXN_LEGIT_001891,USER_1028,1372.95,1171.67,395.98,TRANSFER,2026-07-20T20:44:05.557639,11,DEV_USER_1028_2,0,BEN_USER_1028_2,0,1,2,1326,0.123,0
TXN_LEGIT_005062,USER_1023,1953.0,2109.19,720.07,PAYMENT,2026-08-14T21:54:05.557639,12,DEV_USER_1023_1,0,BEN_USER_1023_0,0,1,3,951,0.148,0
TXN_LEGIT_006120,USER_1133,4548.24,3727.47,902.48,DEBIT,2026-09-04T00:25:05.557639,14,DEV_USER_1133_2,0,BEN_USER_1133_1,0,1,2,1335,0.051,0
TXN_LEGIT_000563,USER_1175,2660.76,2913.17,1056.49,PAYMENT,2026-08-30T19:57:05.557639,10,DEV_USER_1175_1,0,BEN_USER_1175_2,0,1,1,461,0.104,0
TXN_LEGIT_000291,USER_1241,3611.34,2709.07,827.56,PAYMENT,2026-06-28T20:22:05.557639,10,DEV_USER_1241_2,0,BEN_USER_1241_2,0,1,3,1438,0.01,0
TXN_LEGIT_004716,USER_1039,2384.22,2305.56,315.87,DEBIT,2026-09-15T03:12:05.557639,17,DEV_USER_1039_2,0,BEN_USER_1039_0,0,1,1,1222,0.063,0
TXN_LEGIT_007708,USER_1205,276.71,2141.12,1150.06,TRANSFER,2026-07-28T22:07:05.557639,12,DEV_USER_1205_1,0,BEN_USER_1205_1,0,1,3,1150,0.029,0
TXN_LEGIT_006349,USER_1021,181.64,944.43,1109.32,TRANSFER,2026-08-09T20:16:05.557639,10,DEV_USER_1021_1,0,BEN_USER_1021_3,0,1,2,420,0.215,0
TXN_LEGIT_000169,USER_1188,3932.22,4348.48,223.27,TRANSFER,2026-08-29T04:51:05.557639,19,DEV_USER_1188_1,0,BEN_USER_1188_0,0,1,2,1462,0.17,0
TXN_LEGIT_000267,USER_1027,2949.17,3311.18,1121.87,DEBIT,2026-09-08T07:03:05.557639,21,DEV_USER_1027_1,0,BEN_USER_1027_3,0,1,1,785,0.033,0
TXN_LEGIT_004638,USER_1169,2820.98,2791.53,297.83,PAYMENT,2026-09-18T03:59:05.557639,18,DEV_USER_1169_2,0,BEN_USER_1169_3,0,1,3,441,0.293,0
TXN_LEGIT_007077,USER_1068,291.5,2978.92,903.02,DEBIT,2026-07-01T06:39:05.557639,21,DEV_USER_1068_2,0,BEN_USER_1068_1,0,1,1,346,0.065,0
TXN_LEGIT_003355,USER_1213,1939.66,2654.43,1087.7,TRANSFER,2026-08-26T06:50:05.557639,21,DEV_USER_1213_2,0,BEN_USER_1213_1,0,1,2,375,0.03,0
TXN_LEGIT_008279,USER_1208,1570.24,2031.49,528.66,PAYMENT,2026-08-23T20:39:05.557639,11,DEV_USER_1208_1,0,BEN_USER_1208_0,0,1,3,156,0.107,0
TXN_LEGIT_000315,USER_1112,1414.68,1913.85,443.99,DEBIT,2026-09-04T03:14:05.557639,17,DEV_USER_1112_1,0,BEN_USER_1112_0,0,1,1,1309,0.05,0
TXN_LEGIT_006728,USER_1017,4995.51,4855.65,1008.4,PAYMENT,2026-08-08T03:39:05.557639,18,DEV_USER_1017_2,0,BEN_USER_1017_3,0,1,2,1363,0.001,0
TXN_LEGIT_009495,USER_1197,3758.17,2231.37,1130.76,PAYMENT,2026-08-26T01:27:05.557639,15,DEV_USER_1197_2,0,BEN_USER_1197_1,0,1,2,1145,0.144,0
TXN_LEGIT_004067,USER_1209,14467.94,3624.58,952.37,TRANSFER,2026-08-30T10:56:05.557639,1,DEV_NEW_32,1,BEN_USER_1209_1,0,2,2,571,0.421,0
TXN_LEGIT_000245,USER_1039,2352.52,2305.56,315.87,PAYMENT,2026-08-13T02:09:05.557639,16,DEV_USER_1039_1,0,BEN_USER_1039_0,0,1,3,552,0.061,0
TXN_LEGIT_000252,USER_1143,2017.73,2755.51,742.64,TRANSFER,2026-07-07T21:54:05.557639,12,DEV_USER_1143_2,0,BEN_USER_1143_4,0,1,3,582,0.02,0
TXN_LEGIT_001111,USER_1189,4158.92,4220.77,481.85,PAYMENT,2026-08-19T19:12:05.557639,9,DEV_USER_1189_1,0,BEN_USER_1189_2,0,1,2,848,0.119,0
TXN_LEGIT_004801,USER_1229,1252.99,1036.47,318.82,DEBIT,2026-07-12T04:46:05.557639,19,DEV_USER_1229_2,0,BEN_USER_1229_7,0,1,3,462,0.157,0
TXN_LEGIT_001713,USER_1006,3777.53,4296.26,412.34,PAYMENT,2026-08-08T19:49:05.557639,10,DEV_USER_1006_2,0,BEN_USER_1006_3,0,1,3,648,0.009,0
TXN_LEGIT_000050,USER_1075,4838.62,4614.72,439.56,PAYMENT,2026-09-02T20:53:05.557639,11,DEV_USER_1075_1,0,BEN_USER_1075_2,0,1,3,1193,0.088,0
TXN_LEGIT_001835,USER_1138,4065.4,4152.84,849.96,DEBIT,2026-09-02T21:55:05.557639,12,DEV_USER_1138_2,0,BEN_USER_1138_3,0,1,1,1017,0.146,0
TXN_LEGIT_007896,USER_1196,3481.12,2362.48,976.41,PAYMENT,2026-09-11T03:34:05.557639,18,DEV_USER_1196_2,0,BEN_USER_1196_3,0,1,3,66,0.189,0
TXN_LEGIT_003383,USER_1044,4008.71,4526.29,672.21,PAYMENT,2026-07-23T04:38:05.557639,19,DEV_USER_1044_1,0,BEN_USER_1044_0,0,1,1,800,0.051,0
TXN_LEGIT_006410,USER_1112,1527.04,1913.85,443.99,TRANSFER,2026-07-02T06:46:05.557639,21,DEV_USER_1112_1,0,BEN_USER_1112_2,0,1,2,788,0.118,0
TXN_LEGIT_004313,USER_1068,11371.11,2978.92,903.02,DEBIT,2026-08-16T08:03:05.557639,22,DEV_NEW_30,1,BEN_USER_1068_2,0,3,4,1109,0.33,0
TXN_LEGIT_000872,USER_1036,2143.79,823.19,1015.46,PAYMENT,2026-08-11T17:46:05.557639,8,DEV_USER_1036_1,0,BEN_USER_1036_4,0,1,2,1064,0.167,0
TXN_LEGIT_001254,USER_1196,2533.52,2362.48,976.41,PAYMENT,2026-07-31T01:51:05.557639,16,DEV_USER_1196_2,0,BEN_USER_1196_2,0,1,1,495,0.216,0
TXN_LEGIT_008881,USER_1024,2627.17,3096.18,384.85,DEBIT,2026-09-07T04:41:05.557639,19,DEV_USER_1024_1,0,BEN_USER_1024_2,0,1,2,1210,0.269,0
TXN_LEGIT_005851,USER_1085,3373.01,3645.77,216.59,PAYMENT,2026-07-26T07:27:05.557639,21,DEV_USER_1085_1,0,BEN_USER_1085_4,0,1,2,994,0.136,0
TXN_LEGIT_005702,USER_1044,4263.87,4526.29,672.21,TRANSFER,2026-07-17T19:25:05.557639,9,DEV_USER_1044_2,0,BEN_USER_1044_1,0,1,2,208,0.11,0
TXN_LEGIT_008103,USER_1157,3119.65,4311.12,895.97,PAYMENT,2026-09-01T18:14:05.557639,8,DEV_USER_1157_2,0,BEN_USER_1157_2,0,1,3,523,0.382,0
TXN_LEGIT_002098,USER_1191,2183.33,3441.56,1077.47,DEBIT,2026-07-19T02:50:05.557639,17,DEV_USER_1191_1,0,BEN_USER_1191_4,0,1,3,1391,0.032,0
TXN_LEGIT_005128,USER_1118,1850.78,1979.24,224.32,TRANSFER,2026-09-08T19:39:05.557639,10,DEV_USER_1118_2,0,BEN_USER_1118_4,0,1,3,101,0.003,0
TXN_LEGIT_000248,USER_1153,3465.04,2968.46,522.96,TRANSFER,2026-07-09T05:12:05.557639,19,DEV_USER_1153_2,0,BEN_USER_1153_0,0,1,2,906,0.247,0
TXN_LEGIT_006561,USER_1128,5044.55,4731.85,896.03,TRANSFER,2026-07-13T03:36:05.557639,18,DEV_USER_1128_2,0,BEN_USER_1128_1,0,1,1,1272,0.017,0
TXN_LEGIT_001339,USER_1048,9169.32,2995.48,627.54,DEBIT,2026-09-01T09:20:05.557639,23,DEV_USER_1048_2,0,BEN_USER_1048_0,0,2,5,650,0.408,0
TXN_LEGIT_007017,USER_1144,5714.1,2003.47,790.83,TRANSFER,2026-07-04T11:03:05.557639,1,DEV_USER_1144_2,0,BEN_USER_1144_1,0,3,6,1128,0.54,0
TXN_LEGIT_002110,USER_1013,1872.31,1638.63,714.23,PAYMENT,2026-07-16T02:25:05.557639,16,DEV_USER_1013_1,0,BEN_USER_1013_5,0,1,3,1374,0.008,0
TXN_LEGIT_001569,USER_1062,2739.7,1757.33,627.11,PAYMENT,2026-06-25T00:13:05.557639,14,DEV_USER_1062_1,0,BEN_USER_1062_0,0,1,3,1124,0.007,0
TXN_LEGIT_001726,USER_1183,3892.49,4837.0,1105.35,DEBIT,2026-07-27T05:48:05.557639,20,DEV_USER_1183_2,0,BEN_USER_1183_1,0,1,3,282,0.185,0
TXN_LEGIT_008384,USER_1239,4272.64,4871.07,723.1,PAYMENT,2026-07-30T00:11:05.557639,14,DEV_USER_1239_2,0,BEN_USER_1239_0,0,1,2,1014,0.37,0
TXN_LEGIT_006940,USER_1036,1369.4,823.19,1015.46,PAYMENT,2026-07-24T18:06:05.557639,8,DEV_USER_1036_1,0,BEN_USER_1036_3,0,1,3,577,0.024,0
TXN_LEGIT_004395,USER_1056,20139.93,4704.73,1008.12,PAYMENT,2026-08-29T23:07:05.557639,13,DEV_NEW_39,1,BEN_USER_1056_2,0,1,5,648,0.641,0
TXN_LEGIT_002420,USER_1215,1140.7,1400.57,961.51,PAYMENT,2026-08-09T01:44:05.557639,16,DEV_USER_1215_2,0,BEN_USER_1215_3,0,1,1,373,0.049,0
TXN_LEGIT_003045,USER_1053,3220.51,2523.61,955.55,PAYMENT,2026-07-30T21:28:05.557639,11,DEV_USER_1053_2,0,BEN_USER_1053_0,0,1,2,1010,0.109,0
TXN_LEGIT_005503,USER_1156,1702.45,906.47,1162.65,PAYMENT,2026-08-31T01:01:05.557639,15,DEV_USER_1156_2,0,BEN_USER_1156_0,0,1,3,1157,0.143,0
TXN_LEGIT_003703,USER_1221,1712.89,2371.94,570.64,PAYMENT,2026-08-12T23:38:05.557639,14,DEV_USER_1221_1,0,BEN_USER_1221_2,0,1,2,714,0.045,0
TXN_LEGIT_008191,USER_1036,50.0,823.19,1015.46,PAYMENT,2026-07-20T22:02:05.557639,12,DEV_USER_1036_2,0,BEN_USER_1036_4,0,1,3,1203,0.013,0
TXN_LEGIT_005331,USER_1164,1568.65,2562.32,447.73,PAYMENT,2026-09-09T06:36:05.557639,21,DEV_USER_1164_2,0,BEN_USER_1164_5,0,1,1,1076,0.008,0
TXN_FRAUD_000158,USER_1208,20838.23,2031.49,528.66,TRANSFER,2026-08-12T10:15:05.557639,0,DEV_UNKNOWN_870,1,BEN_MULE_400,1,3,18,6,0.56,1
TXN_LEGIT_000447,USER_1029,1043.46,989.95,525.33,DEBIT,2026-07-15T21:19:05.557639,11,DEV_USER_1029_2,0,BEN_USER_1029_1,0,1,3,1131,0.063,0
TXN_LEGIT_007894,USER_1119,3380.81,3510.98,377.11,TRANSFER,2026-07-28T06:11:05.557639,20,DEV_USER_1119_1,0,BEN_USER_1119_0,0,1,1,941,0.093,0
TXN_LEGIT_008728,USER_1233,1894.91,1999.99,1068.6,PAYMENT,2026-08-20T19:36:05.557639,10,DEV_USER_1233_2,0,BEN_USER_1233_0,0,1,2,251,0.076,0
TXN_LEGIT_007828,USER_1213,1203.53,2654.43,1087.7,DEBIT,2026-07-31T20:50:05.557639,11,DEV_USER_1213_2,0,BEN_USER_1213_0,0,1,3,1167,0.181,0
TXN_LEGIT_001768,USER_1095,2532.05,1191.03,1097.22,PAYMENT,2026-06-22T01:16:05.557639,15,DEV_USER_1095_1,0,BEN_USER_1095_0,0,1,1,758,0.032,0
TXN_LEGIT_006808,USER_1213,3051.4,2654.43,1087.7,PAYMENT,2026-07-29T18:47:05.557639,9,DEV_USER_1213_1,0,BEN_USER_1213_2,0,1,3,281,0.062,0
TXN_LEGIT_004704,USER_1163,3460.13,3128.29,811.72,PAYMENT,2026-08-05T00:11:05.557639,14,DEV_USER_1163_1,0,BEN_USER_1163_2,0,1,2,1142,0.164,0
TXN_LEGIT_003869,USER_1174,2971.36,2373.37,825.86,DEBIT,2026-09-09T06:55:05.557639,21,DEV_USER_1174_2,0,BEN_USER_1174_3,0,1,1,195,0.172,0
TXN_LEGIT_001655,USER_1162,6089.01,4810.43,937.9,TRANSFER,2026-09-06T21:57:05.557639,12,DEV_USER_1162_1,0,BEN_USER_1162_2,0,1,3,630,0.011,0
TXN_LEGIT_003187,USER_1072,1471.57,1996.33,236.89,DEBIT,2026-08-06T22:36:05.557639,13,DEV_USER_1072_1,0,BEN_USER_1072_0,0,1,1,946,0.058,0
TXN_LEGIT_000683,USER_1200,3712.52,1233.12,1102.55,DEBIT,2026-07-10T07:42:05.557639,22,DEV_NEW_6,1,BEN_USER_1200_0,0,2,6,1050,0.478,0
TXN_LEGIT_004170,USER_1084,2013.14,971.26,790.89,DEBIT,2026-07-14T20:58:05.557639,11,DEV_USER_1084_2,0,BEN_USER_1084_0,0,1,3,980,0.082,0
TXN_LEGIT_004477,USER_1095,731.27,1191.03,1097.22,DEBIT,2026-08-01T18:41:05.557639,9,DEV_USER_1095_1,0,BEN_USER_1095_4,0,1,1,1273,0.028,0
TXN_LEGIT_000461,USER_1222,3567.05,4213.76,1147.25,PAYMENT,2026-08-02T06:47:05.557639,21,DEV_USER_1222_2,0,BEN_USER_1222_2,0,1,1,1098,0.175,0
TXN_LEGIT_005764,USER_1105,2666.75,3104.68,891.9,PAYMENT,2026-09-07T21:40:05.557639,12,DEV_USER_1105_2,0,BEN_USER_1105_4,0,1,2,428,0.302,0
TXN_LEGIT_007522,USER_1139,3574.98,3748.26,995.79,PAYMENT,2026-06-30T00:45:05.557639,15,DEV_USER_1139_1,0,BEN_USER_1139_5,0,1,2,105,0.127,0
TXN_LEGIT_004502,USER_1060,3781.62,4191.25,1096.09,TRANSFER,2026-09-03T06:07:05.557639,20,DEV_USER_1060_1,0,BEN_USER_1060_3,0,1,3,1441,0.003,0
TXN_FRAUD_000059,USER_1156,9266.41,906.47,1162.65,TRANSFER,2026-08-05T10:42:05.557639,1,DEV_UNKNOWN_170,1,BEN_MULE_825,1,5,14,259,0.839,1
TXN_LEGIT_000318,USER_1230,691.49,1293.61,849.21,TRANSFER,2026-06-27T20:47:05.557639,11,DEV_USER_1230_1,0,BEN_USER_1230_1,0,1,2,1496,0.148,0
TXN_LEGIT_001145,USER_1209,11968.14,3624.58,952.37,DEBIT,2026-08-29T09:43:05.557639,0,DEV_NEW_10,1,BEN_NEW_14,1,1,6,628,0.673,0
TXN_LEGIT_005094,USER_1166,1175.19,860.45,316.07,TRANSFER,2026-08-26T19:54:05.557639,10,DEV_USER_1166_2,0,BEN_USER_1166_5,0,1,1,1214,0.165,0
TXN_LEGIT_001393,USER_1014,3213.96,3288.14,246.45,TRANSFER,2026-07-31T02:52:05.557639,17,DEV_USER_1014_1,0,BEN_USER_1014_1,0,1,1,658,0.123,0
TXN_LEGIT_006623,USER_1062,1013.11,1757.33,627.11,TRANSFER,2026-07-16T04:46:05.557639,19,DEV_USER_1062_2,0,BEN_USER_1062_0,0,1,2,1013,0.019,0
TXN_LEGIT_001501,USER_1157,4688.4,4311.12,895.97,DEBIT,2026-07-12T04:27:05.557639,18,DEV_USER_1157_2,0,BEN_USER_1157_2,0,1,3,1117,0.268,0
TXN_LEGIT_006408,USER_1204,17911.5,4602.6,291.29,DEBIT,2026-08-29T09:24:05.557639,23,DEV_USER_1204_1,0,BEN_USER_1204_2,0,3,3,160,0.513,0
TXN_LEGIT_000376,USER_1063,3022.48,4235.66,1060.73,TRANSFER,2026-06-27T18:18:05.557639,8,DEV_USER_1063_2,0,BEN_USER_1063_8,0,1,3,1239,0.106,0
TXN_LEGIT_000410,USER_1190,815.99,1296.29,896.74,DEBIT,2026-08-03T00:22:05.557639,14,DEV_USER_1190_2,0,BEN_USER_1190_5,0,1,1,696,0.004,0
TXN_LEGIT_001660,USER_1049,548.36,906.76,307.89,PAYMENT,2026-07-25T21:38:05.557639,12,DEV_USER_1049_2,0,BEN_USER_1049_0,0,1,1,312,0.179,0
TXN_LEGIT_003151,USER_1171,959.86,1527.45,633.85,DEBIT,2026-08-27T20:39:05.557639,11,DEV_USER_1171_2,0,BEN_USER_1171_1,0,1,2,1218,0.061,0
TXN_LEGIT_001623,USER_1006,4220.79,4296.26,412.34,DEBIT,2026-08-03T17:34:05.557639,8,DEV_USER_1006_1,0,BEN_USER_1006_1,0,1,3,705,0.118,0
TXN_LEGIT_005609,USER_1123,2238.58,2598.37,1166.65,DEBIT,2026-08-22T22:36:05.557639,13,DEV_USER_1123_2,0,BEN_USER_1123_8,0,1,3,1376,0.019,0
TXN_LEGIT_008532,USER_1151,3579.05,3070.67,837.43,PAYMENT,2026-09-16T18:08:05.557639,8,DEV_USER_1151_1,0,BEN_USER_1151_1,0,1,1,626,0.011,0
TXN_LEGIT_005802,USER_1114,4533.9,4546.6,831.14,PAYMENT,2026-07-18T02:22:05.557639,16,DEV_USER_1114_2,0,BEN_USER_1114_3,0,1,1,1175,0.032,0
TXN_LEGIT_005306,USER_1206,5589.77,4792.55,773.44,PAYMENT,2026-06-26T20:55:05.557639,11,DEV_USER_1206_2,0,BEN_USER_1206_7,0,1,1,728,0.16,0
TXN_LEGIT_007086,USER_1209,1684.99,3624.58,952.37,DEBIT,2026-07-20T02:04:05.557639,16,DEV_USER_1209_1,0,BEN_USER_1209_2,0,1,1,587,0.013,0
TXN_LEGIT_008897,USER_1207,4129.82,3453.72,648.45,TRANSFER,2026-08-11T06:18:05.557639,20,DEV_USER_1207_2,0,BEN_USER_1207_0,0,1,3,999,0.008,0
TXN_LEGIT_007488,USER_1162,19724.41,4810.43,937.9,DEBIT,2026-08-16T22:48:05.557639,13,DEV_USER_1162_1,0,BEN_NEW_36,1,3,6,1032,0.611,0
TXN_LEGIT_009615,USER_1241,865.57,2709.07,827.56,PAYMENT,2026-07-30T19:29:05.557639,9,DEV_USER_1241_1,0,BEN_USER_1241_2,0,1,1,1078,0.098,0
TXN_LEGIT_009217,USER_1088,4852.99,3701.94,586.74,TRANSFER,2026-09-07T02:25:05.557639,16,DEV_USER_1088_2,0,BEN_USER_1088_5,0,1,1,992,0.027,0
TXN_LEGIT_001672,USER_1183,5953.36,4837.0,1105.35,PAYMENT,2026-08-18T06:06:05.557639,20,DEV_USER_1183_2,0,BEN_USER_1183_2,0,1,2,876,0.111,0
TXN_LEGIT_002358,USER_1011,1861.2,2027.01,566.36,PAYMENT,2026-07-14T04:34:05.557639,19,DEV_USER_1011_2,0,BEN_USER_1011_1,0,1,3,667,0.074,0
TXN_LEGIT_008467,USER_1148,3408.36,4033.97,415.82,TRANSFER,2026-06-30T07:05:05.557639,21,DEV_USER_1148_2,0,BEN_USER_1148_3,0,1,3,477,0.005,0
TXN_LEGIT_000274,USER_1213,2472.65,2654.43,1087.7,PAYMENT,2026-07-08T06:20:05.557639,20,DEV_USER_1213_2,0,BEN_USER_1213_1,0,1,3,1085,0.023,0
TXN_LEGIT_002473,USER_1102,2807.71,3347.0,209.2,PAYMENT,2026-07-20T03:06:05.557639,17,DEV_USER_1102_2,0,BEN_USER_1102_5,0,1,2,1405,0.173,0
TXN_LEGIT_005489,USER_1109,4988.23,3528.46,1049.22,TRANSFER,2026-08-29T18:18:05.557639,8,DEV_USER_1109_1,0,BEN_USER_1109_2,0,1,1,673,0.083,0
TXN_LEGIT_004771,USER_1114,4716.52,4546.6,831.14,PAYMENT,2026-07-29T00:04:05.557639,14,DEV_USER_1114_1,0,BEN_USER_1114_2,0,1,3,564,0.13,0
TXN_LEGIT_002107,USER_1100,3835.69,3496.53,284.14,PAYMENT,2026-07-05T01:23:05.557639,15,DEV_USER_1100_2,0,BEN_USER_1100_1,0,1,1,1091,0.279,0
TXN_LEGIT_007500,USER_1130,3000.78,3383.03,1190.05,PAYMENT,2026-07-12T18:17:05.557639,8,DEV_USER_1130_1,0,BEN_USER_1130_4,0,1,3,866,0.005,0
TXN_LEGIT_004414,USER_1103,1440.38,1226.18,863.5,TRANSFER,2026-08-16T20:32:05.557639,11,DEV_USER_1103_2,0,BEN_USER_1103_0,0,1,2,256,0.122,0
TXN_LEGIT_008138,USER_1048,2875.2,2995.48,627.54,DEBIT,2026-08-01T20:30:05.557639,11,DEV_USER_1048_2,0,BEN_USER_1048_2,0,1,1,894,0.038,0
TXN_LEGIT_008660,USER_1201,1920.68,2922.06,1026.46,PAYMENT,2026-06-24T05:57:05.557639,20,DEV_USER_1201_1,0,BEN_USER_1201_1,0,1,1,561,0.161,0
TXN_LEGIT_008239,USER_1224,2112.18,2380.29,283.5,PAYMENT,2026-08-31T04:41:05.557639,19,DEV_USER_1224_1,0,BEN_USER_1224_1,0,1,3,117,0.014,0
TXN_LEGIT_002417,USER_1149,3088.0,3416.14,285.35,DEBIT,2026-07-24T05:45:05.557639,20,DEV_USER_1149_1,0,BEN_USER_1149_0,0,1,1,196,0.008,0
TXN_LEGIT_008771,USER_1099,3823.46,4525.76,979.88,PAYMENT,2026-09-14T00:25:05.557639,14,DEV_USER_1099_1,0,BEN_USER_1099_2,0,1,2,657,0.019,0
TXN_LEGIT_002236,USER_1068,3123.61,2978.92,903.02,PAYMENT,2026-08-02T02:10:05.557639,16,DEV_USER_1068_2,0,BEN_USER_1068_0,0,1,2,198,0.01,0
TXN_LEGIT_003767,USER_1090,2305.27,2232.48,313.47,PAYMENT,2026-07-19T06:16:05.557639,20,DEV_USER_1090_1,0,BEN_USER_1090_3,0,1,3,1152,0.002,0
TXN_FRAUD_000141,USER_1040,26811.05,4425.03,823.3,TRANSFER,2026-07-21T11:14:05.557639,1,DEV_UNKNOWN_238,1,BEN_MULE_511,1,4,10,51,0.727,1
TXN_FRAUD_000339,USER_1177,14614.46,1096.39,842.42,TRANSFER,2026-07-12T09:44:05.557639,0,DEV_UNKNOWN_271,1,BEN_MULE_682,1,3,9,30,0.904,1
TXN_FRAUD_000315,USER_1021,9561.09,944.43,1109.32,TRANSFER,2026-08-20T15:19:05.557639,5,DEV_UNKNOWN_873,1,BEN_MULE_678,1,8,20,106,0.583,1
TXN_LEGIT_007323,USER_1179,4905.53,4748.97,775.47,PAYMENT,2026-07-08T05:09:05.557639,19,DEV_USER_1179_1,0,BEN_USER_1179_5,0,1,2,585,0.133,0
TXN_LEGIT_001383,USER_1120,3231.32,4749.93,1153.93,DEBIT,2026-08-02T23:56:05.557639,14,DEV_USER_1120_2,0,BEN_USER_1120_0,0,1,1,470,0.012,0
TXN_LEGIT_003101,USER_1197,1585.03,2231.37,1130.76,PAYMENT,2026-08-03T19:29:05.557639,9,DEV_USER_1197_1,0,BEN_USER_1197_3,0,1,3,1237,0.019,0
TXN_LEGIT_003921,USER_1247,2192.09,2747.53,553.35,PAYMENT,2026-06-29T18:48:05.557639,9,DEV_USER_1247_2,0,BEN_USER_1247_3,0,1,2,1314,0.164,0
TXN_LEGIT_006685,USER_1072,2194.31,1996.33,236.89,PAYMENT,2026-08-08T22:33:05.557639,13,DEV_USER_1072_1,0,BEN_USER_1072_5,0,1,3,70,0.195,0
TXN_LEGIT_003194,USER_1036,2704.7,823.19,1015.46,TRANSFER,2026-09-12T10:40:05.557639,1,DEV_USER_1036_1,0,BEN_USER_1036_1,0,1,4,529,0.328,0
